article_a,article_b,hamming,title_a,title_b
05/2018/tt-bvhttdl+7,13/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
05/2018/tt-bvhttdl+7,18/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
05/2018/tt-bvhttdl+7,20/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
05/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
05/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
05/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,10/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện.
09/2018/tt-bvhttdl+7,11/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,13/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,18/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,20/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
09/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,11/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,13/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,18/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,20/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
10/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện.,Điều 7. Tổ chức thực hiện
11/2018/tt-bvhttdl+7,13/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
11/2018/tt-bvhttdl+7,18/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
11/2018/tt-bvhttdl+7,20/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
11/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
11/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
11/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
13/2018/tt-bvhttdl+7,18/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
13/2018/tt-bvhttdl+7,20/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
13/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
13/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
13/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
155/2020/nd-cp+170,155/2020/nđ-cp+170,0,"Điều 170. Hồ sơ, thủ tục thực hiện đăng ký, thay đổi, sửa chữa biện pháp bảo đảm; xóa đăng ký biện pháp bảo đảm","Điều 170. Hồ sơ, thủ tục thực hiện đăng ký, thay đổi, sửa chữa biện pháp bảo đảm; xóa đăng ký biện pháp bảo đảm"
18/2018/tt-bvhttdl+7,20/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
18/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
18/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
18/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
20/2018/tt-bvhttdl+7,27/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
20/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
20/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
27/2018/tt-bvhttdl+7,31/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
27/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
31/2018/tt-bvhttdl+7,32/2018/tt-bvhttdl+7,0,Điều 7. Tổ chức thực hiện,Điều 7. Tổ chức thực hiện
155/2020/nd-cp+156,155/2020/nđ-cp+156,0,"Điều 156. Hoạt động cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam","Điều 156. Hoạt động cung cấp dịch vụ bù trừ, thanh toán giao dịch chứng khoán của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam"
102/2017/nð-cp+19,102/2017/nđ-cp+19,0,Điều 19. Đăng ký văn bản thông báo xử lý tài sản bảo đảm,Điều 19. Đăng ký văn bản thông báo xử lý tài sản bảo đảm
91/2019/nd-cp+25,91/2019/nđ-cp+25,0,"Điều 25. Chuyển nhượng, tặng cho quyền sử dụng đất có điều kiện của hộ gia đình, cá nhân mà không đủ điều kiện quy định tại Điều 192 của Luật đất đai","Điều 25. Chuyển nhượng, tặng cho quyền sử dụng đất có điều kiện của hộ gia đình, cá nhân mà không đủ điều kiện quy định tại Điều 192 của Luật đất đai"
155/2020/nd-cp+254,155/2020/nđ-cp+254,0,Điều 254. Hồ sơ thành lập quỹ hoán đổi danh mục,Điều 254. Hồ sơ thành lập quỹ hoán đổi danh mục
63/2019/nđ-+5,63/2019/nđ-cp+5,0,Điều 5. Áp dụng mức phạt tiền,Điều 5. Áp dụng mức phạt tiền
155/2020/nd-cp+58,155/2020/nđ-cp+58,0,Điều 58. Hồ sơ công ty đại chúng đăng ký phát hành cổ phiếu để hoán đổi nợ,Điều 58. Hồ sơ công ty đại chúng đăng ký phát hành cổ phiếu để hoán đổi nợ
155/2020/nd-cp+73,155/2020/nđ-cp+73,0,Điều 73. Điều kiện phát hành cổ phiếu mới làm cơ sở chào bán chứng chỉ lưu ký tại nước ngoài,Điều 73. Điều kiện phát hành cổ phiếu mới làm cơ sở chào bán chứng chỉ lưu ký tại nước ngoài
03/2021/tt-bgddt+9,03/2021/tt-bgdđt+9,0,Điều 9. Điều khoản chuyển tiếp,Điều 9. Điều khoản chuyển tiếp
155/2020/nd-cp+29,155/2020/nđ-cp+29,0,Điều 29. Hồ sơ đăng ký chào bán chứng khoán ra công chúng cho nhiều đợt chào bán,Điều 29. Hồ sơ đăng ký chào bán chứng khoán ra công chúng cho nhiều đợt chào bán
155/2020/nd-cp+14,155/2020/nđ-cp+14,0,Điều 14. Hồ sơ đăng ký chào bán cổ phiếu ra công chúng của cổ đông công ty đại chúng,Điều 14. Hồ sơ đăng ký chào bán cổ phiếu ra công chúng của cổ đông công ty đại chúng
63/2019/nđ-+54,63/2019/nđ-cp+54,0,Điều 54. Hành vi vi phạm quy định về khoản chi ngân sách nhà nước phải có trong dự toán ngân sách nhà nước được cấp có thẩm quyền giao,Điều 54. Hành vi vi phạm quy định về khoản chi ngân sách nhà nước phải có trong dự toán ngân sách nhà nước được cấp có thẩm quyền giao
155/2020/nd-cp+44,155/2020/nđ-cp+44,0,Điều 44. Điều kiện công ty đại chúng chào bán cổ phiếu riêng lẻ với giá thấp hơn mệnh giá,Điều 44. Điều kiện công ty đại chúng chào bán cổ phiếu riêng lẻ với giá thấp hơn mệnh giá
155/2020/nd-cp+274,155/2020/nđ-cp+274,0,"Điều 274. Ứng cử, đề cử thành viên Hội đồng quản trị","Điều 274. Ứng cử, đề cử thành viên Hội đồng quản trị"
102/2017/nð-cp+29,102/2017/nđ-cp+29,0,Điều 29. Hồ sơ xóa đăng ký biện pháp bảo đảm bằng tàu bay,Điều 29. Hồ sơ xóa đăng ký biện pháp bảo đảm bằng tàu bay
155/2020/nd-cp+51,155/2020/nđ-cp+51,0,Điều 51. Điều kiện công ty đại chúng phát hành cổ phiếu để hoán đổi cổ phần cho số cổ đông xác định trong công ty đại chúng khác,Điều 51. Điều kiện công ty đại chúng phát hành cổ phiếu để hoán đổi cổ phần cho số cổ đông xác định trong công ty đại chúng khác
84/2019/nđ-+3,84/2019/nđ-cp+3,0,Điều 3. Phân loại phân bón,Điều 3. Phân loại phân bón
03/2018/tt-byt+16,04/2018/tt-byt+16,0,Điều 16. Điều khoản tham chiếu,Điều 16. Điều Khoản tham chiếu
03/2018/tt-byt+16,52/2017/tt-byt+16,0,Điều 16. Điều khoản tham chiếu,Điều 16. Điều khoản tham chiếu
04/2018/tt-byt+16,52/2017/tt-byt+16,0,Điều 16. Điều Khoản tham chiếu,Điều 16. Điều khoản tham chiếu
155/2020/nd-cp+279,155/2020/nđ-cp+279,0,Điều 279. Cuộc họp Hội đồng quản trị,Điều 279. Cuộc họp Hội đồng quản trị
215/2016/tt-btc+6,281/2016/tt-btc+6,0,"Điều 6. Kê khai, nộp phí, lệ phí","Điều 6. Kê khai, nộp phí, lệ phí"
63/2019/nđ-+11,63/2019/nđ-cp+11,0,"Điều 11. Hành vi vi phạm hành chính đối với các quy định về lấn chiếm trụ sở làm việc, cơ sở hoạt động sự nghiệp","Điều 11. Hành vi vi phạm hành chính đối với các quy định về lấn chiếm trụ sở làm việc, cơ sở hoạt động sự nghiệp"
03/2021/tt-bgddt+4,03/2021/tt-bgdđt+4,0,Điều 4. Giáo viên trung học cơ sở hạng II - Mã số V.07.04.31,Điều 4. Giáo viên trung học cơ sở hạng II - Mã số V.07.04.31
160/2016/tt-btc+6,161/2016/tt-btc+6,0,"Điều 6. Kê khai, thu, nộp phí","Điều 6. Kê khai, thu nộp phí"
160/2016/tt-btc+6,163/2016/tt-btc+6,0,"Điều 6. Kê khai, thu, nộp phí","Điều 6. Kê khai, thu, nộp phí"
161/2016/tt-btc+6,163/2016/tt-btc+6,0,"Điều 6. Kê khai, thu nộp phí","Điều 6. Kê khai, thu, nộp phí"
155/2020/nd-cp+67,155/2020/nđ-cp+67,0,"Điều 67. Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi","Điều 67. Trình tự, thủ tục công ty đại chúng phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi"
155/2020/nd-cp+223,155/2020/nđ-cp+223,0,Điều 223. Hồ sơ đăng ký lập quỹ thành viên,Điều 223. Hồ sơ đăng ký lập quỹ thành viên
155/2020/nd-cp+9,155/2020/nđ-cp+9,0,"Điều 9. Báo cáo và công bố thông tin về việc sử dụng vốn, số tiền thu được từ đợt chào bán, đợt phát hành","Điều 9. Báo cáo và công bố thông tin về việc sử dụng vốn, số tiền thu được từ đợt chào bán, đợt phát hành"
09/2014/ttlt-btp-tandtc-vksndtc+19,09/2014/ttlt-btp-tandtc-vksndtc-btc+19,0,"Điều 19. Thẻ, trang phục của Thừa phát lại","Điều 19. Thẻ, trang phục của Thừa phát lại"
102/2017/nð-cp+40,102/2017/nđ-cp+40,0,"Điều 40. Hồ sơ đăng ký thế chấp dự án đầu tư xây dựng nhà ở, nhà ở hình thành trong tương lai","Điều 40. Hồ sơ đăng ký thế chấp dự án đầu tư xây dựng nhà ở, nhà ở hình thành trong tương lai"
63/2019/nđ-+62,63/2019/nđ-cp+62,0,Điều 62. Thẩm quyền lập biên bản vi phạm hành chính trong lĩnh vực kho bạc nhà nước,Điều 62. Thẩm quyền lập biên bản vi phạm hành chính trong lĩnh vực kho bạc nhà nước
24/2020/nd-cp+20,24/2020/nđ-cp+20,0,Điều 20. Trách nhiệm quản lý nhà nước của Bộ Lao động - Thương binh và Xã hội,Điều 20. Trách nhiệm quản lý nhà nước của Bộ Lao động - Thương binh và Xã hội
24/2020/nd-cp+2,24/2020/nđ-cp+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
102/2017/nð-cp+9,102/2017/nđ-cp+9,0,"Điều 9. Cơ quan có thẩm quyền đăng ký, cung cấp thông tin về biện pháp bảo đảm","Điều 9. Cơ quan có thẩm quyền đăng ký, cung cấp thông tin về biện pháp bảo đảm"
155/2020/nd-cp+21,155/2020/nđ-cp+21,0,"Điều 21. Điều kiện chào bán trái phiếu chuyển đổi, trái phiếu kèm chứng quyền ra công chúng của công ty đại chúng","Điều 21. Điều kiện chào bán trái phiếu chuyển đổi, trái phiếu kèm chứng quyền ra công chúng của công ty đại chúng"
155/2020/nd-cp+95,155/2020/nđ-cp+95,0,Điều 95. Báo cáo và công bố thông tin về kết quả chào mua công khai,Điều 95. Báo cáo và công bố thông tin về kết quả chào mua công khai
24/2020/nd-cp+5,24/2020/nđ-cp+5,0,Điều 5. Một số biện pháp quản lý việc quảng cáo rượu có độ cồn dưới 15 độ và bia,Điều 5. Một số biện pháp quản lý việc quảng cáo rượu có độ cồn dưới 15 độ và bia
01/2015/tt-byt+12,06/2012/tt-byt+12,0,Điều 12. Điều khoản tham chiếu,Điều 12. Điều khoản tham chiếu
20/2012/nđ-cp+2,59/2020/nđ-cp+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
155/2020/nd-cp+188,155/2020/nđ-cp+188,0,"Điều 188. Giảm vốn điều lệ của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam","Điều 188. Giảm vốn điều lệ của công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam"
155/2020/nd-cp+39,155/2020/nđ-cp+39,0,Điều 39. Điều kiện chào bán chứng khoán ra công chúng của tổ chức tín dụng được kiểm soát đặc biệt,Điều 39. Điều kiện chào bán chứng khoán ra công chúng của tổ chức tín dụng được kiểm soát đặc biệt
155/2020/nd-cp+121,155/2020/nđ-cp+121,0,Điều 121. Huỷ bỏ niêm yết chứng khoán tự nguyện,Điều 121. Huỷ bỏ niêm yết chứng khoán tự nguyện
155/2020/nd-cp+172,155/2020/nđ-cp+172,0,Điều 172. Xử lý tài sản bảo đảm là chứng khoán đã đăng ký biện pháp bảo đảm,Điều 172. Xử lý tài sản bảo đảm là chứng khoán đã đăng ký biện pháp bảo đảm
155/2020/nd-cp+125,155/2020/nđ-cp+125,0,Điều 125. Hủy bỏ niêm yết,Điều 125. Hủy bỏ niêm yết
155/2020/nd-cp+71,155/2020/nđ-cp+71,0,Điều 71. Điều kiện chào bán cổ phiếu ra nước ngoài của công ty đại chúng,Điều 71. Điều kiện chào bán cổ phiếu ra nước ngoài của công ty đại chúng
63/2019/nđ-+8,63/2019/nđ-cp+8,0,"Điều 8. Hành vi vi phạm hành chính đối với các quy định về giao, sử dụng tài sản công, hủy hoại hoặc cố ý làm hư hỏng tài sản công","Điều 8. Hành vi vi phạm hành chính đối với các quy định về giao, sử dụng tài sản công, hủy hoại hoặc cố ý làm hư hỏng tài sản công"
155/2020/nd-cp+147,155/2020/nđ-cp+147,0,"Điều 147. Đình chỉ sử dụng, hủy bỏ mã số giao dịch chứng khoán","Điều 147. Đình chỉ sử dụng, hủy bỏ mã số giao dịch chứng khoán"
155/2020/nd-cp+253,155/2020/nđ-cp+253,0,Điều 253. Hồ sơ đăng ký chào bán chứng chỉ quỹ hoán đổi danh mục lần đầu ra công chúng,Điều 253. Hồ sơ đăng ký chào bán chứng chỉ quỹ hoán đổi danh mục lần đầu ra công chúng
155/2020/nd-cp+180,155/2020/nđ-cp+180,0,Điều 180. Hồ sơ đề nghị rút nghiệp vụ kinh doanh chứng khoán của công ty chứng khoán,Điều 180. Hồ sơ đề nghị rút nghiệp vụ kinh doanh chứng khoán của công ty chứng khoán
19/2019/nđ+12,19/2019/nđ-cp+12,0,Điều 12. Sổ họ,Điều 12. Sổ họ
155/2020/nd-cp+213,155/2020/nđ-cp+213,0,"Điều 213. Điều kiện, hồ sơ, thủ tục cấp chứng chỉ hành nghề chứng khoán","Điều 213. Điều kiện, hồ sơ, thủ tục cấp chứng chỉ hành nghề chứng khoán"
03/2021/tt-bgddt+2,03/2021/tt-bgdđt+2,0,"Điều 2. Mã số, hạng chức danh nghề nghiệp giáo viên trung học cơ sở","Điều 2. Mã số, hạng chức danh nghề nghiệp giáo viên trung học cơ sở"
146/2018/nð-cp+9,146/2018/nđ-cp+9,0,Điều 9. Phương thức đóng bảo hiểm y tế của một số đối tượng,Điều 9. Phương thức đóng bảo hiểm y tế của một số đối tượng
19/2019/nđ+22,19/2019/nđ-cp+22,0,"Điều 22. Lãi suất trong trường hợp chậm góp, chậm giao phần họ","Điều 22. Lãi suất trong trường hợp chậm góp, chậm giao phần họ"
155/2020/nd-cp+15,155/2020/nđ-cp+15,0,Điều 15. Điều kiện chào bán cổ phiếu lần đầu ra công chúng để chuyển đổi công ty trách nhiệm hữu hạn thành công ty cổ phần,Điều 15. Điều kiện chào bán cổ phiếu lần đầu ra công chúng để chuyển đổi công ty trách nhiệm hữu hạn thành công ty cổ phần
63/2019/nđ-+33,63/2019/nđ-cp+33,0,"Điều 33. Hành vi vi phạm quy định của pháp luật về thực hành tiết kiệm, chống lãng phí trong khai thác, sử dụng tài nguyên nhưng chưa đến mức truy cứu trách nhiệm hình sự","Điều 33. Hành vi vi phạm quy định của pháp luật về thực hành tiết kiệm, chống lãng phí trong khai thác, sử dụng tài nguyên nhưng chưa đến mức truy cứu trách nhiệm hình sự"
09/2014/ttlt-btp-tandtc-vksndtc+18,09/2014/ttlt-btp-tandtc-vksndtc-btc+18,0,Điều 18. Chế độ hoạt động của Văn phòng Thừa phát lại,Điều 18. Chế độ hoạt động của Văn phòng Thừa phát lại
102/2017/nð-cp+49,102/2017/nđ-cp+49,0,Điều 49. Thủ tục chuyển tiếp đăng ký thế chấp quyền tài sản phát sinh từ hợp đồng mua bán nhà ở,Điều 49. Thủ tục chuyển tiếp đăng ký thế chấp quyền tài sản phát sinh từ hợp đồng mua bán nhà ở
146/2018/nð-cp+16,146/2018/nđ-cp+16,0,"Điều 16. Hồ sơ ký hợp đồng khám bệnh, chữa bệnh bảo hiểm y tế","Điều 16. Hồ sơ ký hợp đồng khám bệnh, chữa bệnh bảo hiểm y tế"
146/2018/nð-cp+41,146/2018/nđ-cp+41,0,Điều 41. Hiệu lực thi hành,Điều 41. Hiệu lực thi hành
155/2020/nd-cp+70,155/2020/nđ-cp+70,0,Điều 70. Chào bán trái phiếu tại nước ngoài,Điều 70. Chào bán trái phiếu tại nước ngoài
155/2020/nd-cp+250,155/2020/nđ-cp+250,0,Điều 250. Chỉ số tham chiếu của quỹ hoán đổi danh mục,Điều 250. Chỉ số tham chiếu của quỹ hoán đổi danh mục
155/2020/nd-cp+163,155/2020/nđ-cp+163,0,Điều 163. Thu hồi Giấy chứng nhận thành viên bù trừ,Điều 163. Thu hồi Giấy chứng nhận thành viên bù trừ
155/2020/nd-cp+162,155/2020/nđ-cp+162,0,Điều 162. Thu hồi Giấy chứng nhận thành viên lưu ký,Điều 162. Thu hồi Giấy chứng nhận thành viên lưu ký
03/2021/tt-bgddt+8,03/2021/tt-bgdđt+8,0,Điều 8. Cách xếp lương,Điều 8. Cách xếp lương
19/2019/nđ+14,19/2019/nđ-cp+14,0,Điều 14. Thông báo về việc tổ chức dây họ,Điều 14. Thông báo về việc tổ chức dây họ
19/2019/nđ+25,19/2019/nđ-cp+25,0,Điều 25. Giải quyết tranh chấp và xử lý vi phạm,Điều 25. Giải quyết tranh chấp và xử lý vi phạm
29/2018/nđ-cp+2,57/2018/tt-btc+2,0,Điều 2. Đối tượng áp dụng,Điều 2. Đối tượng áp dụng
155/2020/nd-cp+41,155/2020/nđ-cp+41,0,"Điều 41. Trình tự, thủ tục chào bán chứng khoán ra công chúng","Điều 41. Trình tự, thủ tục chào bán chứng khoán ra công chúng"
102/2017/nð-cp+56,102/2017/nđ-cp+56,0,Điều 56. Thủ tục đăng ký trực tuyến,Điều 56. Thủ tục đăng ký trực tuyến
91/2019/nd-cp+28,91/2019/nđ-cp+28,0,"Điều 28. Nhận chuyển nhượng, nhận góp vốn, thuê quyền sử dụng đất nông nghiệp để thực hiện dự án đầu tư sản xuất, kinh doanh phi nông nghiệp mà không đủ điều kiện quy định tại Điều 193 của Luật đất đai","Điều 28. Nhận chuyển nhượng, nhận góp vốn, thuê quyền sử dụng đất nông nghiệp để thực hiện dự án đầu tư sản xuất, kinh doanh phi nông nghiệp mà không đủ điều kiện quy định tại Điều 193 của Luật đất đai"
155/2020/nd-cp+107,155/2020/nđ-cp+107,0,Điều 107. Quy định chung,Điều 107. Quy định chung
07/2015/tt-byt+14,44/2018/tt-byt+14,0,Điều 14. Điều khoản tham chiếu,Điều 14. Điều khoản tham chiếu
155/2020/nd-cp+201,155/2020/nđ-cp+201,0,Điều 201. Điều kiện cung cấp dịch vụ giao dịch chứng khoán trực tuyến của công ty chứng khoán,Điều 201. Điều kiện cung cấp dịch vụ giao dịch chứng khoán trực tuyến của công ty chứng khoán
102/2017/nð-cp+10,102/2017/nđ-cp+10,0,"Điều 10. Nhiệm vụ, quyền hạn, trách nhiệm của cơ quan đăng ký, cung cấp thông tin về biện pháp bảo đảm","Điều 10. Nhiệm vụ, quyền hạn, trách nhiệm của cơ quan đăng ký, cung cấp thông tin về biện pháp bảo đảm"
155/2020/nd-cp+79,155/2020/nđ-cp+79,0,"Điều 79. Hủy chứng chỉ lưu ký, phát hành chứng chỉ lưu ký mới tại nước ngoài","Điều 79. Hủy chứng chỉ lưu ký, phát hành chứng chỉ lưu ký mới tại nước ngoài"
155/2020/nd-cp+124,155/2020/nđ-cp+124,0,"Điều 124. Hồ sơ, thủ tục đăng ký niêm yết chứng khoán của tổ chức phát hành nước ngoài","Điều 124. Hồ sơ, thủ tục đăng ký niêm yết chứng khoán của tổ chức phát hành nước ngoài"
146/2018/nð-cp+23,146/2018/nđ-cp+23,0,Điều 23. Các trường hợp chấm dứt hợp đồng,Điều 23. Các trường hợp chấm dứt hợp đồng
155/2020/nd-cp+205,155/2020/nđ-cp+205,0,"Điều 205. Trình tự, thủ tục chấp thuận thực hiện các hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận","Điều 205. Trình tự, thủ tục chấp thuận thực hiện các hoạt động phải được Ủy ban Chứng khoán Nhà nước chấp thuận"
102/2017/nð-cp+69,102/2017/nđ-cp+69,0,Điều 69. Điều khoản chuyển tiếp,Điều 69. Điều khoản chuyển tiếp
09/2014/ttlt-btp-tandtc-vksndtc+12,09/2014/ttlt-btp-tandtc-vksndtc-btc+12,0,Điều 12. Đối tượng chịu chi phí tống đạt,Điều 12. Đối tượng chịu chi phí tống đạt
102/2017/nð-cp+65,102/2017/nđ-cp+65,0,Điều 65. Nội dung quản lý nhà nước về đăng ký biện pháp bảo đảm,Điều 65. Nội dung quản lý nhà nước về đăng ký biện pháp bảo đảm
155/2020/nd-cp+139,155/2020/nđ-cp+139,0,Điều 139. Tỷ lệ sở hữu nước ngoài trên thị trường chứng khoán Việt Nam,Điều 139. Tỷ lệ sở hữu nước ngoài trên thị trường chứng khoán Việt Nam
155/2020/nd-cp+281,155/2020/nđ-cp+281,0,Điều 281. Người phụ trách quản trị công ty,Điều 281. Người phụ trách quản trị công ty
03/2021/tt-bgddt+5,03/2021/tt-bgdđt+5,0,Điều 5. Giáo viên trung học cơ sở hạng I - Mã số V.07.04.30,Điều 5. Giáo viên trung học cơ sở hạng I - Mã số V.07.04.30
63/2019/nđ-+46,63/2019/nđ-cp+46,0,Điều 46. Hành vi vi phạm quy định về tiếp nhận hàng dự trữ quốc gia nhưng chưa đến mức truy cứu trách nhiệm hình sự,Điều 46. Hành vi vi phạm quy định về tiếp nhận hàng dự trữ quốc gia nhưng chưa đến mức truy cứu trách nhiệm hình sự
155/2020/nd-cp+134,155/2020/nđ-cp+134,0,Điều 134. Hồ sơ đăng ký giao dịch,Điều 134. Hồ sơ đăng ký giao dịch
63/2019/nđ-+50,63/2019/nđ-cp+50,0,Điều 50. Thẩm quyền lập biên bản vi phạm hành chính trong lĩnh vực dự trữ quốc gia,Điều 50. Thẩm quyền lập biên bản vi phạm hành chính trong lĩnh vực dự trữ quốc gia
155/2020/nd-cp+126,155/2020/nđ-cp+126,0,"Điều 126: Điều kiện niêm yết, giao dịch chứng khoán tại Sở giao dịch chứng khoán nước ngoài","Điều 126: Điều kiện niêm yết, giao dịch chứng khoán tại Sở giao dịch chứng khoán nước ngoài"
146/2018/nð-cp+35,146/2018/nđ-cp+35,0,Điều 35. Quản lý và sử dụng quỹ dự phòng,Điều 35. Quản lý và sử dụng quỹ dự phòng
155/2020/nd-cp+113,155/2020/nđ-cp+113,0,"Điều 113. Hồ sơ, thủ tục đăng ký niêm yết cổ phiếu tại Sở giao dịch chứng khoán của các công ty đại chúng sau quá trình hợp nhất doanh nghiệp","Điều 113. Hồ sơ, thủ tục đăng ký niêm yết cổ phiếu tại Sở giao dịch chứng khoán của các công ty đại chúng sau quá trình hợp nhất doanh nghiệp"
63/2019/nđ-+16,63/2019/nđ-cp+16,0,Điều 16. Hành vi vi phạm hành chính đối với các quy định về tổ chức xử lý tài sản công,Điều 16. Hành vi vi phạm hành chính đối với các quy định về tổ chức xử lý tài sản công
